feature_index,importance
169,3.214018723099224e-05
754,3.1917649208431926e-05
523,3.165132455202967e-05
168,3.1259156882528276e-05
19,2.7262520064255872e-05
784,2.6697125184861726e-05
20,2.637466442790595e-05
789,2.595383045805493e-05
186,2.495374655095513e-05
370,2.4392546987139285e-05
185,2.358770590566706e-05
786,2.3212159419767295e-05
581,2.2810228752115344e-05
785,2.262919984275885e-05
14,2.198919445476189e-05
490,2.130064042418367e-05
488,2.1160220670070308e-05
795,2.059434575550068e-05
502,1.9721263455273744e-05
793,1.9232149035685927e-05
498,1.8230948767005627e-05
487,1.810143494323046e-05
491,1.8011853622048922e-05
182,1.7673603892970788e-05
515,1.7497997576807088e-05
804,1.741724108861606e-05
750,1.690822574995004e-05
17,1.6857448240516788e-05
477,1.6763014989921578e-05
495,1.643532108317401e-05
492,1.6202464522974656e-05
482,1.6108383812992634e-05
484,1.6092930597243773e-05
790,1.5961535550428842e-05
519,1.5927878576048402e-05
751,1.4498369743118061e-05
486,1.4066365724888759e-05
503,1.3729144051829074e-05
499,1.342322254458972e-05
749,1.3296147702759497e-05
181,1.3193777795506553e-05
177,1.2716914019583305e-05
752,1.2314387334783697e-05
13,1.2102963408094436e-05
755,1.1169072162360574e-05
360,1.1139911400959998e-05
496,1.0874651362606938e-05
15,1.0821042618581851e-05
11,1.0497862145264312e-05
494,1.045154390358094e-05
787,1.0436120829810668e-05
172,1.0188466625951806e-05
501,1.017124449779888e-05
10,1.0017972866046255e-05
478,9.956429179826266e-06
500,9.939291291454046e-06
480,9.630953395175791e-06
479,9.44328007423644e-06
792,9.286141161833415e-06
788,9.108569165556164e-06
23,8.626681388864403e-06
483,8.467006045753533e-06
191,8.369894067348599e-06
481,8.259227803346689e-06
489,8.20565880357018e-06
497,8.172875889374199e-06
485,8.166578688406313e-06
12,7.60539250296539e-06
18,6.6048410766736e-06
16,5.728683544808178e-06
476,5.325208106768627e-06
25,3.404749085752376e-06
493,1.6423704163481026e-06
